Start Date,End Date,Portfolio name,Currency,Campaign Name,Retailer,Country,Bidding strategy,Placement,Impressions,Clicks,Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#)
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM other root TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1054,7,$0.52,$3.61,$0.00,,0.00,0,0
"Feb 13, 2026","Feb 13, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM other root TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM other root TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,32,0,,$0.00,$0.00,,,0,0
"Feb 17, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM fairy sewing kit for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,2,0,,$0.00,$0.00,,,0,0
"Feb 13, 2026","Feb 16, 2026",fairy family,USD,fairy sewing - SPM fairy sewing kit for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,3,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM fairy sewing kit for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,6,3,$0.41,$1.24,$21.98,5.6415%,17.73,1,1
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit root TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,5,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit root TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit root TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,3,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,158,4,$0.31,$1.24,$17.98,6.8966%,14.50,1,1
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,59,1,$0.33,$0.33,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,1239,82,$0.75,$61.39,$106.90,57.4275%,1.74,5,5
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM MK cross stitch root TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,377,1,$0.51,$0.51,$19.98,2.5526%,39.18,1,1
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM MK cross stitch root TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,48,2,$0.51,$1.02,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM MK cross stitch root TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,118,18,$0.82,$14.77,$39.96,36.9620%,2.71,2,2
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for beginners TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,104,1,$0.35,$0.35,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for beginners TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,2,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for beginners TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,12,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM other root TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,535,7,$0.42,$2.91,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM other root TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM other root TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,2,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM hook rug kits for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,55,1,$0.48,$0.48,$0.00,,0.00,0,0
"Feb 12, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM hook rug kits for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,1,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM hook rug kits for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,70,4,$0.88,$3.52,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,16,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,3,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,866,50,$1.28,$64.21,$249.80,25.7046%,3.89,10,10
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPA auto,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,7755,28,$0.38,$10.59,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPA auto,Amazon,United States,Dynamic bids - down only,Off Amazon,54,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPA auto,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,2816,30,$0.33,$10.00,$96.92,10.3178%,9.69,4,4
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPA auto,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,391,14,$0.66,$9.26,$53.96,17.1609%,5.83,2,2
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for kids ages 8-12 TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1,0,,$0.00,$0.00,,,0,0
"Feb 12, 2026","Feb 12, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for kids ages 8-12 TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 12, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for kids ages 8-12 TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit root TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,188,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit root TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,260,1,$0.42,$0.42,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook kit root TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,86,5,$0.88,$4.40,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,13767,40,$0.57,$22.95,$149.88,15.3122%,6.53,6,6
"Feb 12, 2026","Feb 14, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,Amazon,United States,Dynamic bids - down only,Off Amazon,5,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,3602,11,$0.48,$5.32,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM broad,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,2332,55,$1.07,$58.94,$144.88,40.6819%,2.46,6,6
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,908,2,$0.52,$1.04,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,71,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM knitting kit for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,149,4,$1.57,$6.28,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM broad,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1829,21,$0.47,$9.92,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM broad,Amazon,United States,Dynamic bids - down only,Off Amazon,22,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM broad,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,382,5,$0.45,$2.25,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM broad,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,1289,52,$1.29,$66.94,$124.90,53.5949%,1.87,5,5
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPA auto,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,11,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPA auto,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,27,1,$0.23,$0.23,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPA auto,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,416,21,$0.62,$13.03,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 16, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPA auto,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,10,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPA auto,Amazon,United States,Dynamic bids - down only,Off Amazon,56,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPA auto,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,212,3,$0.23,$0.69,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPA auto,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,1256,61,$0.53,$32.24,$79.92,40.3403%,2.48,4,4
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery -  small kit SPM SK cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1471,3,$0.51,$1.52,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery -  small kit SPM SK cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,191,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery -  small kit SPM SK cross stitch kits for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,291,22,$0.91,$20.04,$101.90,19.6663%,5.08,5,5
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - latch hook pillow,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,76,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - latch hook pillow,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,382,5,$0.40,$2.00,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Shield All,USD,shield product - latch hook pillow,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,323,12,$0.86,$10.34,$39.96,25.8759%,3.86,1,2
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook pillow kit TOS,Amazon,United States,Dynamic bids - up and down,Product pages on Amazon,18,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM latch hook pillow kit TOS,Amazon,United States,Dynamic bids - up and down,Top of Search on Amazon,69,3,$1.06,$3.17,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK needlepoint root TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1366,11,$0.54,$5.91,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK needlepoint root TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,32,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK needlepoint root TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,207,1,$0.35,$0.35,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginner - SPM MK needlepoint root TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,233,11,$0.77,$8.49,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK sewing for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1504,10,$0.61,$6.06,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK sewing for kids TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,48,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK sewing for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,43,1,$0.62,$0.62,$26.98,2.2980%,43.52,1,1
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK sewing for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,219,13,$1.37,$17.80,$43.96,40.4914%,2.47,2,2
"Feb 11, 2026","Feb 17, 2026",No Portfolio,USD,bunny knitting - SPM knitting for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,107,1,$0.35,$0.35,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 16, 2026",No Portfolio,USD,bunny knitting - SPM knitting for kids TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,4,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",No Portfolio,USD,bunny knitting - SPM knitting for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,10,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",No Portfolio,USD,bunny knitting - SPM knitting for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,26,2,$1.16,$2.32,$22.98,10.0957%,9.91,1,1
"Feb 13, 2026","Feb 13, 2026",Latch hook kits,USD,latch hook - SPM SK latch hook kits for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,0,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - SPM SK latch hook kits for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,2,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 16, 2026",Latch hook kits,USD,latch hook - SPM SK beginner latch hook kits for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,7,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 16, 2026",Latch hook kits,USD,latch hook - SPM SK beginner latch hook kits for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,2,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 16, 2026",Latch hook kits,USD,latch hook - SPM SK beginner latch hook kits for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,5,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - SPM MK latch hook kit root TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,48,1,$0.35,$0.35,$0.00,,0.00,0,0
"Feb 12, 2026","Feb 15, 2026",Latch hook kits,USD,latch hook - SPM MK latch hook kit root TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,3,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch hook kits,USD,latch hook - SPM MK latch hook kit root TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,42,1,$0.98,$0.98,$0.00,,0.00,0,0
"Feb 15, 2026","Feb 16, 2026",Latch hook kits,USD,latch hook - SPM SK latch hook kits for beginners TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK sewing kit for kids ages 8-12  TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,464,3,$0.48,$1.44,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM SK sewing kit for kids ages 8-12  TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,40,1,$0.48,$0.48,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK broad,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,22596,164,$0.88,$144.38,$304.98,47.3408%,2.11,12,13
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK broad,Amazon,United States,Dynamic bids - down only,Off Amazon,29,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK broad,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,2919,23,$1.03,$23.61,$21.98,107.4158%,0.93,1,1
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,fairy sewing - SPM MK broad,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,777,52,$1.48,$77.04,$175.84,43.8126%,2.28,8,8
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM product targeting,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,813,2,$0.51,$1.02,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM product targeting,Amazon,United States,Dynamic bids - down only,Off Amazon,61,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM product targeting,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,5390,31,$0.61,$18.77,$49.96,37.5701%,2.66,2,2
"Feb 11, 2026","Feb 17, 2026",Latch Hook Pillow,USD,latch hook pillow - SPM product targeting,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,2579,92,$1.12,$103.46,$149.88,69.0286%,1.45,6,6
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM product targeting,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,123,1,$0.58,$0.58,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM product targeting,Amazon,United States,Dynamic bids - down only,Off Amazon,140,1,$0.15,$0.15,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM product targeting,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,2280,22,$0.56,$12.30,$26.98,45.5893%,2.19,1,1
"Feb 11, 2026","Feb 17, 2026",Cat And Hat Knitting,USD,cat knitting - SPM product targeting,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,794,35,$0.99,$34.72,$95.32,36.4247%,2.75,4,4
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginners - SPM SK embroidery kit for beginners TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,605,4,$0.49,$1.95,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginners - SPM SK embroidery kit for beginners TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,51,1,$0.51,$0.51,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Embroidery for kids,USD,embroidery beginners - SPM SK embroidery kit for beginners TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,399,46,$1.04,$47.77,$100.92,47.3345%,2.11,4,4
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie beads - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,5853,17,$0.91,$15.42,$49.96,30.8647%,3.24,2,2
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie beads - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,905,3,$0.30,$0.90,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie beads - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,916,10,$0.87,$8.67,$74.94,11.5693%,8.64,3,3
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie beads - SPM MK broad TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,1048,53,$1.47,$77.99,$274.78,28.3827%,3.52,11,11
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPA auto TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1462,11,$0.40,$4.36,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPA auto TOS,Amazon,United States,Dynamic bids - down only,Off Amazon,518,3,$0.14,$0.42,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPA auto TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,5128,41,$0.43,$17.60,$89.90,19.5773%,5.11,4,5
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPA auto TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,531,21,$0.62,$13.08,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM SK beginner sewing kit for kids TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,727,8,$0.86,$6.88,$22.98,29.9391%,3.34,1,1
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM SK beginner sewing kit for kids TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,16,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Dessert Family,USD,dessert sewing - SPM SK beginner sewing kit for kids TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,41,6,$1.91,$11.43,$22.98,49.7389%,2.01,1,1
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie beads - SPM SK 10mm fuse beads TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,175,2,$0.72,$1.44,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 13, 2026",biggie beads,USD,biggie beads - SPM SK 10mm fuse beads TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,7,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",biggie beads,USD,biggie beads - SPM SK 10mm fuse beads TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,7,1,$1.38,$1.38,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM MK broad and phrase TOS,Amazon,United States,Dynamic bids - up and down,Product pages on Amazon,2143,26,$0.51,$13.25,$95.90,13.8165%,7.24,4,5
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM MK broad and phrase TOS,Amazon,United States,Dynamic bids - up and down,Off Amazon,23,0,,$0.00,$0.00,,,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM MK broad and phrase TOS,Amazon,United States,Dynamic bids - up and down,Rest of search on Amazon,1928,23,$0.41,$9.32,$53.94,17.2785%,5.79,3,3
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM MK broad and phrase TOS,Amazon,United States,Dynamic bids - up and down,Top of Search on Amazon,1417,49,$0.98,$48.24,$35.96,134.1491%,0.75,2,2
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK kids needlepoint kit TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,367,4,$0.43,$1.71,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK kids needlepoint kit TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,111,3,$0.46,$1.39,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK kids needlepoint kit TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,69,4,$0.87,$3.48,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK needlepoint kits for beginners TOS,Amazon,United States,Dynamic bids - down only,Product pages on Amazon,1311,10,$0.40,$3.98,$0.00,,0.00,0,0
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK needlepoint kits for beginners TOS,Amazon,United States,Dynamic bids - down only,Rest of search on Amazon,838,15,$0.40,$6.00,$17.98,33.3704%,3.00,1,1
"Feb 11, 2026","Feb 17, 2026",Needlepoint,USD,needlepoint - SPM SK needlepoint kits for beginners TOS,Amazon,United States,Dynamic bids - down only,Top of Search on Amazon,95,5,$0.59,$2.97,$0.00,,0.00,0,0
