Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search Impression Share,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales ,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Feb 14, 2026","Feb 16, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,stamped cross stitch baby quilts kit,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross stitch kits,BROAD,18,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross stitch kits,PHRASE,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,cross stitch kit for kids,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 16, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,embroidery kit for kids,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,beginner kids patterns for cross stitch,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 15, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,beginners stamped cross stitch kits,BROAD,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,children's cross stitch,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,kids beginning needlepoint set,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 15, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl LOW BID manual targeting,United States,Cross stitch girl LOW BID manual targeting,Amazon,needlepoint for girls,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing doll,BROAD,32,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 13, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing doll,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,educational craft,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,felt crafts for kids,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID product target,United States,Fairy LOW BID product target,Amazon,"category=""Kids' Sewing Kits""",-,155,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,fairy craft,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,fairy crafts,BROAD,9,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 14, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sewing kit for kids,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sewing kit for kids,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,craft kits,BROAD,17,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,craft kits,PHRASE,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,kids crafts,BROAD,13,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sewing for kids,BROAD,6,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sewing for kids,PHRASE,2,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,toys for girls,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,fairies,BROAD,109,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,fairies,PHRASE,20,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,kids sewing,BROAD,25,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,kids sewing,PHRASE,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,arts and crafts for kids ages 8-12,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,felt sewing kit,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sewing projects,BROAD,115,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sewing projects,PHRASE,16,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,first sewing kit,BROAD,5,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,craft kits for girls ages 8-12,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,fairy kits for girls,BROAD,2,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,toys for kids,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,child beginner sewing stuffed,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,melissa and doug crafts,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,crafts girls 6-8,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,art and crafts for kids ages 5-8,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,girls sewing machine,BROAD,31,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,girl toys,BROAD,6,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,girls craft,BROAD,12,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sarahs silks,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,felt kits for kids,BROAD,12,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 13, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,beginner sewing kit,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,kids beginner sewing kit,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sew kids,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,kid sewing kit,BROAD,0,0.0000%,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 12, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,kids sewing craft,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,sewing kit fairies kids,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,beginner felt kit,BROAD,4,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,craft kit for girls,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fairy family,USD,B09WQSBZY7 Fairy LOW BID MANUAL TARGETING,United States,Fairy LOW BID MANUAL TARGETING,Amazon,craftiloo,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing kits for kids 5-8,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,paper dolls for girls ages 4-7,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,paper dolls for girls ages 4-7,EXACT,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing kits for kids 8-12,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,felt sewing kit for kids,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing kit for kids,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,kids sewing kit,BROAD,5,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,doll making kit,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,ballerina craft,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,ballerina toys,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing crafts for kids,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 14, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing machine for kids,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing machine for kids,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,my first sewing kit,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 15, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing machine kids,PHRASE,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing patterns for kids,BROAD,4,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing patterns for kids,PHRASE,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing kit kids,BROAD,6,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sew for kids,BROAD,9,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,make your own doll kit,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,paper dolls for girls ages 8-12,PHRASE,2,0.0000%,1,50.0000%,$0.12,$0.12,,0.00,$0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,beginning sewing kit for kids,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,ballet gifts for girls 6-8,BROAD,9,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing projects for kids,BROAD,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 15, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing projects for kids,PHRASE,2,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing projects for kids,EXACT,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,kids sewing,BROAD,29,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,kids sewing,PHRASE,8,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,ballerina games,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 13, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,childs sewing kit,BROAD,1,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,mini sewing kit for kids,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 17, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing kit kids felt,BROAD,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,sewing kits for kids,PHRASE,0,,0,,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,ballerina crafts for girls,BROAD,3,0.0000%,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,United States,Ballerina LOW BID MANUAL TARGETING,Amazon,fairy gifts girls,BROAD,1,,0,0.0000%,$0.00,$0.00,,,$0.00,0,0,,0,0,$0.00,$0.00
