Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Retailer,Country,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Feb 11, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,substitutes,-,needlepoint pouch kit,127,4,3.1496%,$0.26,$1.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,needlepoint pouch kit,9,2,22.2222%,$0.36,$0.72,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 16, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,needlepoint pouch kit,155,5,3.2258%,$0.55,$2.75,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Cross stitch backpack charms,USD,B08DDJCQKF Cross stitch girl  LOW BID Product targeting,Cross stitch girl  LOW BID Product targeting,Amazon,United States,"category=""Cross-Stitch Stamped Kits""",-,needlepoint pouch kit,6,1,16.6667%,$0.08,$0.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,needlepoint pouch kits for adults,1,1,100.0000%,$0.36,$0.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,needlepoint pouch kits for beginners,4,1,25.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,needlepoint self finishing,19,1,5.2632%,$0.56,$0.56,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,needlepoint set for beginners,1,1,100.0000%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,cross embroidery - SPM broad and phrase,Amazon,United States,kids needlepoint,BROAD,needlepoint set for kids,1,1,100.0000%,$0.71,$0.71,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,needlepoint starter cross stitch change purse,9,1,11.1111%,$0.36,$0.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,substitutes,-,needlepoint stitch cards,180,3,1.6667%,$0.25,$0.74,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,close-match,-,needlepoint stitches,2,1,50.0000%,$0.07,$0.07,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,needlepoint supplies kit beginners,2,1,50.0000%,$0.62,$0.62,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.49 - Incrementum,Catch All - Auto - 0.49 - Incrementum,Amazon,United States,close-match,-,needlepoint wallet,19,1,5.2632%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.49 - Incrementum,Catch All - Auto - 0.49 - Incrementum,Amazon,United States,close-match,-,needlepoint wallet kit,24,1,4.1667%,$0.20,$0.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,cross embroidery - SPM broad and phrase,Amazon,United States,kids needlepoint,BROAD,needlepoint with yarn hearts with plastic needles for kids,1,1,100.0000%,$0.70,$0.70,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,needlepoint zipper kit,3,1,33.3333%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,needlepunch kits for adults beginner,1,1,100.0000%,$0.62,$0.62,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,cross embroidery - SPM broad and phrase,Amazon,United States,kids needlepoint,BROAD,needles to sow for kids,1,1,100.0000%,$0.69,$0.69,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",4 Flowers embroidery,USD,4 flowers- shield brand self target,SO | Product Name | B0DC69M3YD| SPM | PT | STPP,Amazon,United States,"asin=""B0DC69M3YD""",-,needlework kits,7,2,28.5714%,$0.90,$1.80,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,needlework supplies,24,1,4.1667%,$0.44,$0.44,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,new look easy sew kids,3,1,33.3333%,$0.37,$0.37,$21.98,1.6833%,59.41,1,1,100.0000%,0,1,$0.00,$21.98
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,no count cross stitch,2,1,50.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,no-sew craft kits for kids,1,1,100.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,no-sew craft kits for kids,2,1,50.0000%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Embroidery for kids,USD,embroidery beginner - manual - product targeting,embroidery beginner - manual - product targeting,Amazon,United States,"asin=""B087DYHMZ2""",-,nurse embroidery kit,1,1,100.0000%,$1.00,$1.00,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,nursery cross stitch,2,1,50.0000%,$0.13,$0.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,old fashioned embroidery sampler,1,1,100.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,orange cat cross stitch kit,2,1,50.0000%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 16, 2026",biggie beads,USD,biggie auto,Biggie Auto,Amazon,United States,loose-match,-,orbeez,24,2,8.3333%,$0.89,$1.78,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,organized perler beads,4,1,25.0000%,$0.87,$0.87,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,origami,1,1,100.0000%,$0.44,$0.44,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,ot needlepoint kit,1,1,100.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,owl crafts for kids,1,1,100.0000%,$0.62,$0.62,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",Cross And Embroidery Kits,USD,cross embroidery - small kit SPM broad and phrase,cross embroidery - SPM broad and phrase,Amazon,United States,kids needlepoint,BROAD,owl cross stitch for kids,1,1,100.0000%,$0.71,$0.71,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,owl needlepoint kit,2,1,50.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,owl pattern punch needle,7,1,14.2857%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,paper dolls,1,1,100.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fairy family,USD,B0BNDVTTSH Ballerina LOW BID MANUAL TARGETING,Ballerina LOW BID MANUAL TARGETING,Amazon,United States,paper dolls for girls ages 8-12,PHRASE,paper dolls for girls ages 8-12,1,1,100.0000%,$0.12,$0.12,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,paper punches for flowers,1,1,100.0000%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,substitutes,-,parlor beads,3,1,33.3333%,$0.00,$0.00,$32.98,0.0000%,,1,1,100.0000%,1,0,$32.98,$0.00
"Feb 12, 2026","Feb 13, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,pastel perler beads,127,3,2.3622%,$0.44,$1.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",4 Flowers embroidery,USD,4 flowers- shield brand self target,SO | Product Name | B0DC69M3YD| SPM | PT | STPP,Amazon,United States,"asin=""B0DC69M3YD""",-,pattern cross stitch embroidery,1,1,100.0000%,$0.76,$0.76,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,CATCH ALL NGO - OLD,CATCH ALL NGO,Amazon,United States,loose-match,-,pattern for embroidered with punch needle,3,1,33.3333%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,close-match,-,pattern for sewing,1,1,100.0000%,$0.29,$0.29,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,patterned cross stitch kits,1,1,100.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,patterned perler bead designs,2,1,50.0000%,$0.30,$0.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",biggie beads,USD,biggie auto,Biggie Auto,Amazon,United States,loose-match,-,pearl beads pattern,42,1,2.3810%,$0.14,$0.14,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,pearler,2,2,100.0000%,$0.37,$0.74,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",fuse beads,USD,B07PXN4K8N 22000 beads LOW BID AUTO TOS,22000 beads LOW BID AUTO TOS,Amazon,United States,substitutes,-,pearler,4,2,50.0000%,$0.53,$1.05,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fuse beads,USD,B07PXN4K8N 22000 beads LOW BID AUTO TOS,22000 beads LOW BID AUTO TOS,Amazon,United States,close-match,-,pearlers,4,1,25.0000%,$0.50,$0.50,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,loose-match,-,pearlers,4,1,25.0000%,$0.65,$0.65,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,loose-match,-,peg board for arts and crafts,2,1,50.0000%,$0.65,$0.65,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,peg board for perler bead,4,1,25.0000%,$0.74,$0.74,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,pegboard bead designs,4,1,25.0000%,$0.26,$0.26,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,close-match,-,pegboard for beads,2,1,50.0000%,$0.31,$0.31,$32.98,0.9400%,106.39,1,1,100.0000%,1,0,$32.98,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,close-match,-,pegboards for 2.6mm fuse beads,2,1,50.0000%,$0.31,$0.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Latch hook kits,USD,Latch Hook kits - SP - Auto,Latch Hook kits - SP - Auto Ad Group,Amazon,United States,close-match,-,pencil case kids girl,1,1,100.0000%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",Latch hook kits,USD,Latch Hook kits - SP - Auto,Latch Hook kits - SP - Auto Ad Group,Amazon,United States,close-match,-,pencils for kids ages 8-12,2,1,50.0000%,$0.37,$0.37,$21.98,1.6833%,59.41,1,1,100.0000%,0,1,$0.00,$21.98
"Feb 12, 2026","Feb 12, 2026",.Catch All Auto,USD,Catch All - Auto - 0.39 - Incrementum,Catch All - Auto - 0.39 - Incrementum,Amazon,United States,substitutes,-,perla bead,1,1,100.0000%,$0.27,$0.27,$32.98,0.8187%,122.15,1,1,100.0000%,1,0,$32.98,$0.00
"Feb 15, 2026","Feb 15, 2026",biggie beads,USD,biggie auto,Biggie Auto,Amazon,United States,loose-match,-,perla beads kit,1,1,100.0000%,$0.89,$0.89,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fuse beads,USD,B07PXN4K8N 22000 beads LOW BID AUTO TOS,22000 beads LOW BID AUTO TOS,Amazon,United States,substitutes,-,perler,5,1,20.0000%,$0.60,$0.60,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fuse beads,USD,mini fuse beads - SPM MP product targeting,mini fuse beads - maual - product targeting,Amazon,United States,"asin=""B08QV9CMFQ""",-,perler 2.6 mm,1,1,100.0000%,$1.54,$1.54,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler bead kit,BROAD,perler 3d bead kit,3,1,33.3333%,$0.61,$0.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,perler bead,11,1,9.0909%,$0.37,$0.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 17, 2026",fuse beads,USD,48 mini perler beads tos push,48 mini perler beads tos push,Amazon,United States,perler beads,EXACT,perler bead,36,6,16.6667%,$0.73,$4.40,$32.98,13.3414%,7.50,1,1,16.6667%,1,0,$32.98,$0.00
"Feb 17, 2026","Feb 17, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead 2.6mm,5,1,20.0000%,$0.77,$0.77,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead 2.6mm board design,4,1,25.0000%,$0.83,$0.83,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead accessories,13,1,7.6923%,$0.51,$0.51,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead accessories for adults,2,1,50.0000%,$0.87,$0.87,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,perler bead art,108,2,1.8519%,$0.26,$0.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,perler bead ballerina figurines,1,1,100.0000%,$0.30,$0.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,perler bead cartoon characters,1,1,100.0000%,$0.26,$0.26,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,perler bead characters crafts,1,1,100.0000%,$0.26,$0.26,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,perler bead coasters,6,1,16.6667%,$0.30,$0.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead crayon,1,1,100.0000%,$0.13,$0.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead ideas,6,1,16.6667%,$0.13,$0.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,perler bead keychains,8,1,12.5000%,$0.26,$0.26,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 15, 2026",fuse beads,USD,B07PXN4K8N 22000 beads LOW BID AUTO TOS,22000 beads LOW BID AUTO TOS,Amazon,United States,substitutes,-,perler bead kit,39,4,10.2564%,$0.60,$2.40,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,perler bead kit boys,1,1,100.0000%,$0.65,$0.65,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler bead kit,BROAD,perler bead kit tropi cool,11,1,9.0909%,$1.04,$1.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler bead kit,BROAD,perler bead kit w iron,2,1,50.0000%,$1.04,$1.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 11, 2026","Feb 11, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler bead kit,BROAD,perler bead kit zelda,2,1,50.0000%,$0.61,$0.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,perler bead kits for kids,17,1,5.8824%,$0.26,$0.26,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,perler bead kitwith iron,1,1,100.0000%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 13, 2026","Feb 13, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,loose-match,-,perler bead letters,2,1,50.0000%,$0.65,$0.65,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead magnet,3,1,33.3333%,$0.85,$0.85,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,loose-match,-,perler bead marvel,1,1,100.0000%,$0.33,$0.33,$21.98,1.5014%,66.61,1,1,100.0000%,1,0,$21.98,$0.00
"Feb 14, 2026","Feb 15, 2026",.Catch All Auto,USD,Catch All - Auto - 0.29 - Incrementum,Catch All - Auto - 0.29 - Incrementum,Amazon,United States,substitutes,-,perler bead patterns,82,3,3.6585%,$0.12,$0.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 15, 2026","Feb 15, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,perler bead patterns,44,1,2.2727%,$0.30,$0.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 17, 2026","Feb 17, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead peg board,15,1,6.6667%,$0.87,$0.87,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 14, 2026","Feb 14, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead peg board xlarge,1,1,100.0000%,$0.51,$0.51,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 12, 2026","Feb 12, 2026",fuse beads,USD,48 Minibeads - broad auto,Ad Group BROAD Match,Amazon,United States,perler,BROAD,perler bead pen,24,1,4.1667%,$0.49,$0.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Feb 16, 2026","Feb 16, 2026",No Portfolio,USD,Biggie Auto,Biggie Auto,Amazon,United States,substitutes,-,perler bead pixel art,1,1,100.0000%,$0.30,$0.30,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
