"Date","Marketplace","ASIN","SKU","Name","SalesOrganic","SalesPPC","SalesSponsoredProducts","SalesSponsoredDisplay","UnitsOrganic","UnitsPPC","UnitsSponsoredProducts","UnitsSponsoredDisplay","Refunds","PromoValue","SponsoredProducts","SponsoredDisplay","SponsoredВrands","SponsoredBrandsVideo","Google ads","Facebook ads","GiftWrap","Shipping","Refund Commission","Refund Principal","Refund Promotion","Refund RefundCommission","Refund RestockingDeductionPrincipal","Value of returned items","ProductCost Unsellable Refunds","Commission","COMPENSATED_CLAWBACK","FBADisposalFee","FBAInboundConvenienceFee","FBALongTermStorageFee","FBAPerUnitFulfillmentFee","(MCF)","FBAStorageFee","FREE_REPLACEMENT_REFUND_ITEMS","GlobalInboundTransportationFreight","MISSING_FROM_INBOUND","MISSING_FROM_INBOUND_CLAWBACK","REVERSAL_REIMBURSEMENT","STARStorageFee","WAREHOUSE_DAMAGE","WAREHOUSE_LOST","EstimatedPayout","ProductCost Sales","ProductCost Non-Amazon","ProductCost MultichannelCosts","ProductCost MissingFromInbound","ProductCost CostOfMissingReturns","VAT","GrossProfit","NetProfit","Margin","Real ACOS","Sessions","Unit Session Percentage","Ads spend","Sellable Returns %","ROI","Fulfillment Channel","Expenses"
"27/02/2026","Amazon.com.mx","B09X55KL2C","8P-17QD-1L6J","10 patrones de bordado preestampados para principiantes, kit de bordado para niños y niñas, kit de costura para principiantes, punto de cruz, costura perfecta para edades de 7 a 13 años","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","97","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com.mx","B092SW839H","B2-XPQK-NI8O","Juego de 3 piezas de agujas de bordado para niños, mini almohadas de corazón, búho, arco iris, punto de aguja, bordado, kit de punzón de arte, juego de agujas de punzón, juego de agujas de punzón para adultos principiantes","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.ca","B09WQSBZY7","DH-0K32-KCGU","Craftiloo Fairy Sewing Kit for Little Girls - 5 Easy Projects, Kid Crafts, Make Your Own Felt Pillow Plush Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com.mx","B09WQSBZY7","DH-0K32-KCGU","Kits de costura de hadas para niñas pequeñas, 5 proyectos fáciles para niños, manualidades para hacer tu propia almohada de fieltro, kit de manualidades de peluche, mi primer kit de costura para","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com","B0CP2KCF9R","DV-7AST-XFZG","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-0.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.38","0.00","0.00","0.00","0.00","0.00","0.00","-0.38","-0.38","0.00","0.00","0","0.00","-0.38","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com","B07PXN4K8N","amzn.gr.6C-ADBV-Q090-RWpUY6oTvaNsEWBy-LN","XXL Fuse Beads kit, Melty Melting Beads for Kids Crafts | Iron for Kids kit - Fuse pegboards. Compatible Bulk beados Storage - 22000pcs 5mm","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com.mx","B08DDJCQKF","FH-FMO5-Y9LJ","Kits de Punto de Cruz Estampados para Principiantes y Niños - 5 Kits de Bordado con Aguja","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com","B0BWSGRTB1","IL-ASZW-OF77","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Embroidery Kits for Adults Cross Stitch kit Beginner Embroidery kit for Adults Cat","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.00","-3.00","0.00","0.00","3","0.00","-3.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.ca","B0BP8GCK1G","KS-48AQ-488J","CRAFTILOO Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com.mx","B0BP8GCK1G","KS-48AQ-488J","Kit de costura de hadas y elfos para niños, divertido y educativo set de manualidades de cuento de hadas para niños de 7 a 12 años, coser tus propias manualidades de hadas de fieltro para","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com","B0F8R6J7JR","XP-P2WC-9YOW","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Googley Eyes Heart Ages 6+","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-1.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.36","0.00","0.00","0.00","0.00","0.00","0.00","-1.36","-1.36","0.00","0.00","19","0.00","-1.36","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com","B0CQHMJWR9","LF-EYO7-0W17","Hand Embroidery kit for Beginners .Beginner embroidery kit for adults with Stamped Embroidery Patterns. Embroidery Kits for adults.Embroidery Starter Kit. Cross Stitch Kit.Needlepoin kit Goldfish","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com","B0CRHX8G72","LT-FTSD-X1VT","CRAFTILOO I Am The Storm Embroidery kit for Beginners .Beginner Embroidery kit for Adults with Stamped Embroidery Patterns. Embroidery Kits for Adults.Embroidery Starter Kit. Cross Stitch Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com","B0BWSGRTB1","amzn.gr.IL-ASZW-OF77-LGgzpL-GP7LaSni4-VG","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Embroidery Kits for Adults Cross Stitch kit Beginner Embroidery kit for Adults Cat","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"27/02/2026","Amazon.com","B0CP2KCF9R","amzn.gr.DV-7AST-XFZG-rZ1PXZI0aMwocvQC-LN","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00","FBA","0.00"
"28/02/2026","Amazon.com","B08DDJCQKF","FH-FMO5-Y9LJ","CRAFTILOO Cross Stitch Kit for Kids - 5 Easy Stamped Cross Stitch Kits for Beginners | Embroidery Kit for Girls Ages 7-13 | Needlepoint Craft Set, Backpack Charms & Keychains","339.66","219.78","219.78","0.00","17","11","11","0","0","0.00","-100.59","-2.52","0.00","-2.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.00","0.00","-84.00","0.00","0.00","0.00","0.00","-117.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","252.35","-112.00","0.00","0.00","0.00","0.00","0.00","144.35","144.35","25.80","18.86","229","12.23","-105.49","100.00","128.88","FBA","0.00"
"28/02/2026","Amazon.com","B09THLVFZK","RV-FA22-4WFQ","shinshin creation 24,000 Mini Fuse Beads Kit for Adults - Tiny 2.6mm Beads (NOT Standard 5mm) - 48 Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty, Iron Beads - Bulk Pixel Art Craft","626.52","164.90","164.90","0.00","19","5","5","0","1","0.00","-109.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.95","-32.98","0.00","-0.99","0.00","0.00","0.00","-118.78","0.00","0.00","0.00","0.00","-142.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","391.55","-199.20","0.00","0.00","0.00","0.00","0.00","192.35","192.35","24.30","13.90","271","8.86","-109.99","0.00","96.56","FBA","0.00"
"28/02/2026","Amazon.com","B09WQSBZY7","DH-0K32-KCGU","CRAFTILOO Fairy Sewing Kit for Kids Ages 5-12 – Beginner Sewing Kit with 5 Pre-Cut Felt Projects – Make Your Own Stuffed Animal Plush Dolls – Fun Girls Craft Kit, Learn to Sew Gift for Kids","373.66","87.92","87.92","0.00","17","4","4","0","2","0.00","-96.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.40","-35.96","0.00","-1.08","0.00","0.00","0.00","-69.30","0.00","0.00","-3.83","0.00","-88.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","171.85","-63.00","0.00","0.00","0.00","0.00","0.00","108.85","108.85","23.58","20.96","240","8.75","-96.76","0.00","172.78","FBA","0.00"
"28/02/2026","Amazon.com","B09X55KL2C","8P-17QD-1L6J","10 Pre-Stamped Embroidery Patterns for Beginners Embroidery Kit for Kids Girls Needlepoint Kits for Beginners Cross Stitch Craft Sewing Perfect for Ages 7-13","143.88","119.90","119.90","0.00","6","5","5","0","0","0.00","-45.38","0.00","0.00","-10.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-39.60","0.00","0.00","0.00","0.00","-55.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","112.38","-69.30","0.00","0.00","0.00","0.00","0.00","43.08","43.08","16.33","21.37","117","9.40","-56.36","0.00","62.16","FBA","0.00"
"28/02/2026","Amazon.com","B0CRZ8M2G1","GP-OSR2-H0XR","shinshin creation 24,000 Mini 2.6mm Fuse Beads Kit for Adults - 48 Vivid Pastel Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty Beads, Iron Beads Craft - Bulk Storage","244.86","0.00","0.00","0.00","7","0","0","0","0","0.00","-0.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-36.75","0.00","0.00","0.00","0.00","-40.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","166.93","-63.00","0.00","0.00","0.00","0.00","0.00","103.93","103.93","42.44","0.18","56","12.50","-0.44","0.00","164.97","FBA","0.00"
"28/02/2026","Amazon.com","B0BP8GCK1G","KS-48AQ-488J","Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for Beginners (Garden Rainbow Fairies Kit)","134.90","26.98","26.98","0.00","5","1","1","0","0","0.00","-5.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-24.30","0.00","0.00","0.00","0.00","-27.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","104.88","-19.20","0.00","0.00","0.00","0.00","0.00","85.68","85.68","52.93","3.15","72","8.33","-5.10","0.00","446.25","FBA","0.00"
"28/02/2026","Amazon.com","B08FYH13CL","M8-07DZ-ZEYX","CRAFTILOO Latch Hook Kit for Kids - DIY 2 Pencil Cases Craft Kit for Girls Ages 8-12, Beginner Rug Hooking Set with Yarn, Hook & Easy Instructions - Fun Back to School Arts and Crafts Project","39.96","79.92","79.92","0.00","2","4","4","0","0","0.00","-29.34","0.00","0.00","-4.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-18.00","0.00","0.00","0.00","0.00","-25.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","43.28","-27.00","0.00","0.00","0.00","0.00","0.00","16.28","16.28","13.58","27.86","58","10.34","-33.40","0.00","60.30","FBA","0.00"
"28/02/2026","Amazon.com","B0F8DG32H5","7P-PGQW-ADJU","CRAFTILOO Knitting Kit for Kids – Beginner Knitting Kit to Make a Hat & Cat – Quick Knit Loom Kit with Yarn, Tools & Instructions","107.92","26.98","26.98","0.00","4","1","1","0","0","0.00","-43.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20.25","0.00","0.00","0.00","0.00","-35.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.10","-26.50","0.00","0.00","0.00","0.00","0.00","9.60","9.60","7.12","32.10","73","6.85","-43.30","0.00","36.23","FBA","0.00"
"28/02/2026","Amazon.com","B0BNDVTTSH","4V-ROEZ-AH0J","CRAFTILOO Ballerina Dancers Sewing Kit for Kids, Fun and Educational Craft Set for Boys and Girls Age 5-12, Sew Your Own Felt Ballerina Craft Kit for Beginners","87.92","0.00","0.00","0.00","4","0","0","0","0","0.00","-2.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.20","0.00","0.00","-1.60","0.00","-18.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","52.37","-12.80","0.00","0.00","0.00","0.00","0.00","39.57","39.57","45.01","2.67","44","9.09","-2.35","0.00","309.14","FBA","0.00"
"28/02/2026","Amazon.com","B09HVCCNM2","KL-L7KN-R85L","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Unicorn)","17.98","53.94","53.94","0.00","1","3","3","0","0","0.00","-8.54","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.80","0.00","0.00","0.00","0.00","-14.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.66","-12.00","0.00","0.00","0.00","0.00","0.00","25.66","25.66","35.68","11.87","30","13.33","-8.54","0.00","213.83","FBA","0.00"
"28/02/2026","Amazon.com","B07PXN4K8N","6C-ADBV-Q090","XXL Fuse Beads kit, Melty Melting Beads for Kids Crafts | Iron for Kids kit - Fuse pegboards. Compatible Bulk beados Storage - 22000pcs 5mm","104.88","34.96","34.96","0.00","3","1","1","0","0","0.00","-0.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20.96","0.00","0.00","0.00","0.00","-30.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","87.91","-50.00","0.00","0.00","0.00","0.00","0.00","37.91","37.91","27.11","0.15","59","5.08","-0.21","0.00","75.82","FBA","0.00"
"28/02/2026","Amazon.com","B09HVDNFMR","N7-TUSA-2329","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Cat)","71.92","0.00","0.00","0.00","4","0","0","0","0","0.00","-11.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.80","0.00","0.00","-0.14","0.00","-14.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34.14","-12.00","0.00","0.00","0.00","0.00","0.00","22.14","22.14","30.78","16.57","66","6.06","-11.92","0.00","184.50","FBA","0.00"
"28/02/2026","Amazon.com","B0F6YTG1CH","75-24RO-YAXR","CRAFTILOO Cross Stitch Kit for Kids Ages 6-12 – Easy Beginner Embroidery Needlepoint Set for Girls & Boys – Pre-Cut Felt Unicorn Designs with Thread, Needles & Keyrings – 4 Fun Projects","50.94","16.98","16.98","0.00","3","1","1","0","0","0.00","-33.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.20","0.00","0.00","0.00","0.00","-15.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.19","-8.00","0.00","0.00","0.00","0.00","0.00","0.19","0.19","0.28","49.66","61","6.56","-33.73","0.00","2.38","FBA","0.00"
"28/02/2026","Amazon.com","B0FQC7YFX6","6P-KW6N-9F9J","CRAFTILOO Lacing Cards for Kids Ages 3-5 - 8 Princess Sewing Cards with Gem Stickers, Toddler Lacing Toy, Fine Motor Preschool Threading Activity for Ages 4-8","39.96","19.98","19.98","0.00","2","1","1","0","0","0.00","-54.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-9.00","0.00","0.00","0.00","0.00","-13.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-16.95","-6.30","0.00","0.00","0.00","0.00","0.00","-23.25","-23.25","-38.79","90.24","44","6.82","-54.09","0.00","-369.05","FBA","0.00"
"28/02/2026","Amazon.com","B0DKD2S3JT","JZ-ZGON-217O","CRAFTILOO Loom Knitting and Crochet kit for Kids Crochet kit for Beginners Knitting kit for Beginners Knitting Loom Learn to Crochet Kits for Adults Beginner","22.98","45.96","45.96","0.00","1","2","2","0","0","0.00","-9.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.35","0.00","0.00","0.00","0.00","-17.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.27","-18.00","0.00","0.00","0.00","0.00","0.00","13.27","13.27","19.25","13.87","52","5.77","-9.56","0.00","73.72","FBA","0.00"
"28/02/2026","Amazon.com","B0F8R652FX","QU-SQUC-HFLJ","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Rainbow Heart Ages 6+","74.94","0.00","0.00","0.00","3","0","0","0","2","0.00","-61.47","0.00","0.00","-3.94","0.00","0.00","0.00","0.00","7.50","-49.96","0.00","-1.50","0.00","5.69","0.00","-11.25","0.00","0.00","0.00","0.00","-16.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-62.39","-17.07","0.00","0.00","0.00","0.00","0.00","-73.77","-73.77","-98.44","87.28","93","3.23","-65.41","100.00","-432.16","FBA","0.00"
"28/02/2026","Amazon.com","B07D6D95NG","O9-70DP-C5J6","shinshin creation Fuse Beads Kit for Kids - 1500 Large 10mm Melty Iron Beads with Pegboards, 48 Patterns - Arts and Crafts for Boys and Girls Ages 4-7","49.96","24.98","24.98","0.00","2","1","1","0","0","0.00","-43.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-11.25","0.00","0.00","0.00","0.00","-16.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.38","-24.00","0.00","0.00","0.00","0.00","0.00","-20.62","-20.62","-27.52","58.18","55","5.45","-43.60","0.00","-85.92","FBA","0.00"
"28/02/2026","Amazon.com","B0DC69M3YD","7B-EONH-U3A3","CRAFTILOO Embroidery Kit for Beginners Adults — 4 Floral Stamped Patterns, Learn 17 Stitches | Complete Needlepoint Kit with Hoop, Needles, Thread & Video Tutorial | Embroidery Kits for Adults Women","49.96","24.98","24.98","0.00","2","1","1","0","0","0.00","-36.02","0.00","0.00","-8.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.30","0.00","-11.25","0.00","0.00","0.00","0.00","-12.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.67","-18.90","0.00","0.00","0.00","0.00","0.00","-5.93","-5.93","-7.91","59.55","86","3.49","-44.63","100.00","-31.38","FBA","0.00"
"28/02/2026","Amazon.com","B08DDJCQKF","B08DDJCQKF-FBA-2026","CRAFTILOO Cross Stitch Kit for Kids - 5 Easy Stamped Cross Stitch Kits for Beginners | Embroidery Kit for Girls Ages 7-13 | Needlepoint Craft Set, Backpack Charms & Keychains","59.94","0.00","0.00","0.00","3","0","0","0","0","0.00","0.00","0.00","0.00","-0.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-9.00","0.00","0.00","0.00","0.00","-12.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.73","0.00","0.00","0.00","0.00","0.00","0.00","37.73","37.73","62.95","0.42","25","12.00","-0.25","0.00","0.00","FBA","0.00"
"28/02/2026","Amazon.com.mx","B09X55KL2C","8P-17QD-1L6J","10 patrones de bordado preestampados para principiantes, kit de bordado para niños y niñas, kit de costura para principiantes, punto de cruz, costura perfecta para edades de 7 a 13 años","60.32","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-9.04","0.00","0.00","0.00","0.00","-21.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.44","-12.60","0.00","0.00","0.00","0.00","0.00","16.84","16.84","27.92","0.00","139","2.16","0.00","0.00","133.65","FBA","0.00"
"28/02/2026","Amazon.com","B0FHMRQWRX","MW-AU5S-KO94","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Wise Owl Ages 6+","24.98","24.98","24.98","0.00","1","1","1","0","0","0.00","-4.93","0.00","0.00","-2.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.50","0.00","0.00","0.00","0.00","-11.14","0.00","0.00","0.00","0.00","0.00","0.00","19.06","0.00","0.00","0.00","42.83","-10.60","0.00","0.00","0.00","0.00","0.00","32.23","32.23","64.51","15.11","42","4.76","-7.55","0.00","304.06","FBA","0.00"
"28/02/2026","Amazon.com","B08L8BHD4Z","U9-D41T-LM8J","5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…","0.00","43.96","43.96","0.00","0","2","2","0","0","0.00","-4.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.60","-17.08","0.00","-1.18","0.00","-8.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.88","-8.00","0.00","0.00","4.00","0.00","0.00","1.88","1.88","4.28","10.96","48","4.17","-4.82","0.00","47.00","FBA","0.00"
