"﻿""Date""",Marketplace,ASIN,SKU,Name,SalesOrganic,SalesPPC,SalesSponsoredProducts,SalesSponsoredDisplay,UnitsOrganic,UnitsPPC,UnitsSponsoredProducts,UnitsSponsoredDisplay,Refunds,PromoValue,SponsoredProducts,SponsoredDisplay,SponsoredВrands,SponsoredBrandsVideo,Google ads,Facebook ads,GiftWrap,Shipping,Refund Commission,Refund Principal,Refund Promotion,Refund RefundCommission,Refund RestockingDeductionPrincipal,Value of returned items,ProductCost Unsellable Refunds,Commission,COMPENSATED_CLAWBACK,FBADisposalFee,FBAInboundConvenienceFee,FBALongTermStorageFee,FBAPerUnitFulfillmentFee,(MCF),FBAStorageFee,FREE_REPLACEMENT_REFUND_ITEMS,GlobalInboundTransportationFreight,MISSING_FROM_INBOUND,MISSING_FROM_INBOUND_CLAWBACK,REVERSAL_REIMBURSEMENT,STARStorageFee,WAREHOUSE_DAMAGE,WAREHOUSE_LOST,EstimatedPayout,ProductCost Sales,ProductCost Non-Amazon,ProductCost MultichannelCosts,ProductCost MissingFromInbound,ProductCost CostOfMissingReturns,VAT,GrossProfit,NetProfit,Margin,Real ACOS,Sessions,Unit Session Percentage,Ads spend,Sellable Returns %,ROI,Fulfillment Channel,Expenses
19/02/2026,Amazon.ca,B08DJYBH4D,6B-PLIR-RTAZ,"5 Stamped Embroidery kit With Embroidery Patterns. Embroidery Kit For Beginners, Needlepoint Kits For Beginners. Best Beginner Embroidery Kit For Kids Embroidery Starter Kit Cross Stitch Kits",0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B08DJYBH4D,6B-PLIR-RTAZ,"5 Stamped Embroidery kit With Embroidery Patterns. Embroidery Kit For Beginners, Needlepoint Kits For Beginners. Best Beginner Embroidery Kit For Kids Embroidery Starter Kit Cross Stitch Kits",0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0B3PGPVV5,W1-ASV2-SQO1,CRAFTILOO DIY Rug 3D Unicorn Pouch Latch Hook Kits for Kids Sewing Set for Girls Beginners Latchkits Ages 6-12,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,-2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.02,0.00,0.00,0.00,0.00,0.00,0.00,-2.02,-2.02,0.00,0.00,6,0.00,-2.02,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0B8TFW4MN,7V-1G3Q-6PFU,Superhero Sewing Kits for Little Kids 5 Easy Projects for Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit My First Sewing Kit Learn to Sew Kit,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,-0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,0.00,0.00,6,0.00,-0.24,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B09BRC2VYV,8J-OJ6V-GBVI,CRAFTILOO Unicorn Latch Hook Pouch and Heart Needlepoint Cross Body Bag Pre Printed Arts and Crafts Sewing kit,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0CY2SXF6P,53-9CMK-9CPW,CRAFTILOO You are Hand Embroidery kit for Beginners .Beginner Embroidery kit for Adults with Stamped Embroidery Patterns. Embroidery Kits for Adults.Embroidery Starter Kit. Cross Stitch Kit.,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B09X55KL2C,8P-17QD-1L6J,10 Pre-Stamped Embroidery Patterns for Beginners Embroidery Kit for Kids Girls Needlepoint Kits for Beginners Cross Stitch Craft Sewing Perfect for Ages 7-13,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,283,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0CSPRD746,27-Q2LK-A7TQ,CRAFTILOO Into The Water Embroidery kit for Beginners .Beginner Embroidery kit for Adults with Stamped Embroidery Patterns. Embroidery Kits for Adults.Embroidery Starter Kit. Cross Stitch Kit,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.ca,B092SW839H,B2-XPQK-NI8O,CRAFTILOO 3Pcs of Embroidery Punch Needle kit for Kids Mini Pillows Googly Heart Owl Rainbow Needlepoint Craft Embroidery Pen Needle Punch Kit Art Punch Needle Yarn,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0BPDCDXNK,6T-IT6W-31EB,CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Embroidery kit Heart,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.93,0.00,0.00,0.00,14.93,0.00,0.00,0.00,0.00,0.00,0.00,14.93,14.93,0.00,0.00,0,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B092SW839H,B2-XPQK-NI8O,CRAFTILOO 3Pcs of Embroidery Punch Needle kit for Kids Mini Pillows Googly Heart Owl Rainbow Needlepoint Craft Embroidery Pen Needle Punch Kit Art Punch Needle Yarn,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B09WQSBZY7,DH-0K32-KCGU,Fairy Sewing Kits for Little Girls 5 Easy Projects for Childrens Kid Crafts Make Your Own Felt Pillow Plush Craft Kit My First Sewing Kit Learn to Sew,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0CP2KCF9R,DV-7AST-XFZG,CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,-1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.70,0.00,0.00,0.00,0.00,0.00,0.00,-1.70,-1.70,0.00,0.00,0,0.00,-1.70,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B08DJYBH4D,amzn.gr.FBA18ZPCFQSC.missing2-1n5GXTo-LN,"5 Stamped Embroidery kit With Embroidery Patterns. Embroidery Kit For Beginners, Needlepoint Kits For Beginners. Best Beginner Embroidery Kit For Kids Embroidery Starter Kit Cross Stitch Kits",0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.ca,B0F8DG32H5,7P-PGQW-ADJU,"CRAFTILOO Knitting Kit for Kids – Beginner Knitting Kit to Make a Hat & Cat – Quick Knit Loom Kit with Yarn, Tools & Instructions",0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B08DDJCQKF,FH-FMO5-Y9LJ,Cross Stitch Kits For Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits For Beginners. Embroidery Kit For Kids. Crossstitch Kit For Beginners. Girls cross stitch kit Backpack Charms,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0BWSGRTB1,IL-ASZW-OF77,CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Embroidery Kits for Adults Cross Stitch kit Beginner Embroidery kit for Adults Cat,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,-3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.57,0.00,0.00,0.00,0.00,0.00,0.00,-3.57,-3.57,0.00,0.00,0,0.00,-3.57,0.00,0.00,FBA,0.00
19/02/2026,Amazon.ca,B096MYBLS1,JI-I7Y7-VC9R,12 Pre-Cut Mini Treats Dessert Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B096MYBLS1,JI-I7Y7-VC9R,12 Pre-Cut Mini Treats Dessert Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0BWSGRTB1,amzn.gr.IL-ASZW-OF77--CK3qtVodJr59Wsx-LN,CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Embroidery Kits for Adults Cross Stitch kit Beginner Embroidery kit for Adults Cat,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.ca,B0BP8GCK1G,KS-48AQ-488J,"Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for Beginners (Garden Rainbow Fairies Kit)",0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B0F8R652FX,QU-SQUC-HFLJ,"CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Rainbow Heart Ages 6+",0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0F8R6J7JR,XP-P2WC-9YOW,"CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Googley Eyes Heart Ages 6+",0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,-0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.36,0.00,0.00,0.00,16.99,0.00,0.00,0.00,0.00,0.00,0.00,16.99,16.99,0.00,0.00,24,0.00,-0.37,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0CRHX8G72,LT-FTSD-X1VT,CRAFTILOO I Am The Storm Embroidery kit for Beginners .Beginner Embroidery kit for Adults with Stamped Embroidery Patterns. Embroidery Kits for Adults.Embroidery Starter Kit. Cross Stitch Kit,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0BWSGRTB1,amzn.gr.IL-ASZW-OF77-LGgzpL-GP7LaSni4-VG,CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Embroidery Kits for Adults Cross Stitch kit Beginner Embroidery kit for Adults Cat,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com.mx,B0BWSGRTB1,amzn.gr.IL-ASZW-OF77-LGgzpL-GP7LaSni4-VG,CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Embroidery Kits for Adults Cross Stitch kit Beginner Embroidery kit for Adults Cat,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,FBA,0.00
19/02/2026,Amazon.com,B0CP2KCF9R,amzn.gr.DV-7AST-XFZG-rZ1PXZI0aMwocvQC-LN,CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,FBA,0.00
20/02/2026,Amazon.com,B08DDJCQKF,FH-FMO5-Y9LJ,Cross Stitch Kits For Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits For Beginners. Embroidery Kit For Kids. Crossstitch Kit For Beginners. Girls cross stitch kit Backpack Charms,399.60,139.86,139.86,0.00,20,7,7,0,3,0.00,-90.17,-0.43,0.00,-4.21,0.00,0.00,0.00,0.00,9.00,-59.94,0.00,-1.80,0.00,4.00,0.00,-81.00,0.00,0.00,0.00,0.00,-113.40,0.00,0.00,0.00,0.00,0.00,0.00,18.73,0.00,0.00,0.00,216.24,-108.00,0.00,0.00,0.00,0.00,0.00,112.24,112.24,20.81,17.57,198,13.13,-94.81,100.00,103.93,FBA,0.00
20/02/2026,Amazon.com,B09THLVFZK,RV-FA22-4WFQ,"24,000 Mini Fuse Beads Kit for Adults - 48 Colors Tiny 2.6mm Beads, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty, Iron Craft - Bulk Storage",362.78,263.74,263.74,0.00,11,8,8,0,0,0.00,-115.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-94.03,0.00,0.00,0.00,0.00,-112.48,0.00,0.00,0.00,0.00,0.00,0.00,22.11,0.00,0.00,0.00,327.11,-157.70,0.00,0.00,0.00,0.00,0.00,169.41,169.41,27.04,18.36,252,7.54,-115.01,0.00,107.43,FBA,0.00
20/02/2026,Amazon.com,B09WQSBZY7,DH-0K32-KCGU,Fairy Sewing Kits for Little Girls 5 Easy Projects for Childrens Kid Crafts Make Your Own Felt Pillow Plush Craft Kit My First Sewing Kit Learn to Sew,241.78,131.88,131.88,0.00,11,6,6,0,1,0.00,-85.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,-17.98,0.00,-0.54,0.00,3.00,0.00,-56.10,0.00,0.00,0.00,0.00,-71.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.71,-51.00,0.00,0.00,0.00,0.00,0.00,96.71,96.71,25.88,22.92,202,8.42,-85.63,100.00,189.63,FBA,0.00
20/02/2026,Amazon.com,B0F8R652FX,QU-SQUC-HFLJ,"CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Rainbow Heart Ages 6+",124.90,149.88,149.88,0.00,5,6,6,0,0,0.00,-42.52,0.00,0.00,-6.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.25,0.00,0.00,0.00,0.00,-61.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.69,-62.59,0.00,0.00,0.00,0.00,0.00,61.10,61.10,22.24,17.68,71,15.49,-48.57,0.00,97.62,FBA,0.00
20/02/2026,Amazon.com,B07D6D95NG,O9-70DP-C5J6,Fuse Beads kit of 1500 Large 10MM Melty Beads Perfect for Ages 4-7 with 48 Patterns and pegboard Arts and Crafts for Girls and Boys,74.94,99.92,99.92,0.00,4,4,4,0,0,0.00,-29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.25,0.00,0.00,0.00,0.00,-38.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.62,-64.00,0.00,0.00,0.00,0.00,0.00,16.62,16.62,9.50,16.58,47,17.02,-29.00,0.00,25.97,FBA,0.00
20/02/2026,Amazon.com,B09X55KL2C,8P-17QD-1L6J,10 Pre-Stamped Embroidery Patterns for Beginners Embroidery Kit for Kids Girls Needlepoint Kits for Beginners Cross Stitch Craft Sewing Perfect for Ages 7-13,161.88,26.98,26.98,0.00,6,1,1,0,1,0.00,-43.67,0.00,0.00,-10.45,0.00,0.00,0.00,0.00,4.05,-26.98,0.00,-0.81,0.00,0.00,0.00,-28.35,0.00,0.00,0.00,0.00,-35.28,0.00,0.00,0.00,0.00,0.00,0.00,30.90,0.00,0.00,0.00,78.27,-44.10,0.00,0.00,0.00,0.00,0.00,34.17,34.17,18.09,28.66,102,6.86,-54.12,0.00,77.48,FBA,0.00
20/02/2026,Amazon.com,B0FQC7YFX6,6P-KW6N-9F9J,"Princess Lacing Card Kit for Kids Arts & Crafts, 8 Easy Lacing Projects with Gem Stickers, Paper Art Craft Cards for Toddlers, Fine Motor Preschool Skills, Mess-Free Travel Activity",99.90,39.96,39.96,0.00,5,2,2,0,0,0.00,-35.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.00,0.00,0.00,0.00,0.00,-32.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.45,-14.70,0.00,0.00,0.00,0.00,0.00,36.75,36.75,26.28,25.18,36,19.44,-35.21,0.00,250.00,FBA,0.00
20/02/2026,Amazon.com,B0CRZ8M2G1,GP-OSR2-H0XR,"shinshin creation 24,000 Mini 2.6mm Fuse Beads Kit for Adults - 48 Vivid Pastel Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty Beads, Iron Beads Craft - Bulk Storage",244.86,0.00,0.00,0.00,7,0,0,0,0,0.00,-1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.75,0.00,0.00,0.00,0.00,-40.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.85,-63.00,0.00,0.00,0.00,0.00,0.00,102.85,102.85,42.00,0.62,52,11.54,-1.52,0.00,163.25,FBA,0.00
20/02/2026,Amazon.com,B08L8BHD4Z,U9-D41T-LM8J,5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…,87.92,21.98,21.98,0.00,4,1,1,0,0,0.00,-7.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.50,-28.40,0.00,0.00,0.00,-21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.51,-20.00,0.00,0.00,16.00,0.00,0.00,32.51,32.51,29.58,6.82,63,7.94,-7.49,0.00,812.75,FBA,0.00
20/02/2026,Amazon.com,B0DKD2S3JT,JZ-ZGON-217O,CRAFTILOO Loom Knitting and Crochet kit for Kids Crochet kit for Beginners Knitting kit for Beginners Knitting Loom Learn to Crochet Kits for Adults Beginner,68.94,45.96,45.96,0.00,3,2,2,0,0,0.00,-5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.25,0.00,0.00,0.00,0.00,-29.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.35,-30.00,0.00,0.00,0.00,0.00,0.00,32.35,32.35,28.15,4.96,44,11.36,-5.70,0.00,107.83,FBA,0.00
